Claim,Evidence,Source,Link of Evidence,Label (SUPPORTED/REFUTED/NOT ENOUGH INFORMATION (NEI)),Annotation,Language,Evidence ,LINK OF EVIDENCE,LABEL(supported/not supported/not enough information),Source URL,Verdict,Reason,Label (Supported/Not Supported/ not enough information (NEI) ),Unnamed: 5,Label,Label (Supported/Not Supported/Not Enough Information (NEI)),Annotation (എന്തുകൊണ്ട് Supported/Not Supported/NEI),Source Link,Category,Label ,Column1,Label 1,Label 2
شارجیّل امام کا کیس بایئل کے لیے سننے کے لیے 7 جولائی تک ملتوی کر دیا گیا ہے۔,دہلی کی ایک عدالت نے جمعہ کو شارجیل امام کی عبوری ضمانت کی درخواست کو 7 جولائی تک ملتوی کر دیا۔ یہ فیصلہ اس وقت کیا گیا جب عدالتیں اس دن تعطیل پر تھیں۔ امام کی درخواست کو سپریم کورٹ کے فیصلے کی روشنی میں بڑھتا ہوا سمجھا جا رہا ہے۔,Munsif Daily (Urdu) - منصف ڈیلی، حیدرآباد,https://munsifdaily.com/sedition-case-delhi-court-adjourns-sharjeel-imams-bail-plea-to-july-7/,,شارجیل امام کی ضمانت کی درخواست کے ملتوی ہونے کا ذکر واضح طور پر مضمون میں موجود ہے، جو دعوے کی تصدیق کرتا ہے۔,Urdu,,,,,,,,,Supported,,,,,,,,
SEBI के अनुसार बिना पंजीकरण के कोई भी व्यक्ति निवेश सलाहकार के रूप में कार्य कर सकता है।,SEBI निवेश सलाहकारों के लिए नियामकीय व्यवस्था निर्धारित करता है।,sbilife.co.in,https://www.sbilife.co.in/hi/blogs/finance/who-is-a-sebi-registered-investment-advisor,,आधिकारिक नियम इस दावे का समर्थन नहीं करते।,Hindi,,,,,,,,,,Not Supported,,,,,,,
सहकारी प्रकरणमा रवि लामिछानेबारे आफूहरुले उठाएको सबै कुरा गलत भएको भनेर गगन थापाले माफी मागेको ।,"सहकारी छानबिनबारे गगन थापाले माफी मागेका हुन्? यस्तो छ वास्तविकता - Nepal Factcheck ☰ होम हाम्रो बारे मिथ्या सूचना के हो? हाम्रो वर्गीकरणको अर्थ मिथ्या सूचना: के गर्ने? FAQs तथ्यजाँच अनुरोध × होम हाम्रो बारे मिथ्या सूचना के हो? हाम्रो वर्गीकरणको अर्थ मिथ्या सूचना: के गर्ने? FAQs तथ्यजाँच अनुरोध तथ्यजाँच भ्रामक सूचना वागमती सहकारी छानबिनबारे गगन थापाले माफी मागेका हुन्? यस्तो छ वास्तविकता Home तथ्यजाँच भ्रामक सूचना टेकमान शाक्य पुस २७, २०८२ सहकारी छानबिनबारे गगन थापाले माफी मागेका हुन्? यस्तो छ वास्तविकता सहकारी प्रकरणमा संसदीय छानबिन समिति बनेको तर रवि लामिछानेबारे केही पनि नभेटिएको र आफूहरुले उठाएको विषय सबै गलत साबित भएको भनेर नेपाली का‌ंग्रेसका महामन्त्री गगन थापाले माफी मागेको भनेर तस्बिरसहितको स्टायटस र भिडियो भाइरल बनिरहेको छ। तर हाम्रो तथ्य जाँचले कांग्रेस महामन्त्री थापाको पुरानो भिडियोको क्लिपलाई तोडमोड गरेर भ्रम फैलाइएको पुष्टि गरेको छ। के हो दाबी ? १ लाख ६० हजार फलोअर्स रहेको लक्ष्मी ज्ञवाली नाम गरेको फेसबुक प्रोफाइलमा सन् २०२६ को जनवरी ८ मा गगन थापाको तस्बिरसहित एउटा स्टायटस पोष्ट भएको छ। तस्बिरमा जेमिनाई एआईको लोगोसमेत देखिन्छ। पोस्टमा नेपाली का‌ंग्रेसका महामन्त्री गगन थापाले सहकारी ठगी सम्बन्धी प्रकरणमा रवि लामिछानेमाथि लगाइएको आरोप हिजो पनि गलत थियो र आज पनि गलत छ, प्रमाण छैन भनेर बोलेको दाबी गरिएको छ। लेखिएको छ, “कांग्रेस नेता गगन थापा भन्छन् रवि लामिछाने माथि सहकारी ठगी सम्बन्धि लगाइएको आरोप हिजो पनि गलत थियो, आज पनि गलत छ, प्रमाण छैन !” यो तथ्यजाँचको समयसम्ममा यो पोस्टले ५ हजार रियाक्सन पाएको छ भने ७ सय २३ वटा कमेन्ट र १ सय ८९ पटक सेयर गरिएको छ। हेर्नुहोस् सार्वजनिक एआई जेनेरेटेड गगन थापाको तस्बिरसहितको फेसबुक पोष्ट फेसबुक स्टाटसको अर्काईभ लिंक यहाँ छ । जनवरी ८ कै दिन ६२ हजार फलोअर्स रहेको प्राइम खबर अनलाइन नामको फेसबुक पेजले पनि यही दाबीसहितको भिडियो क्लिप सार्वजनिक गरेको छ। भिडियोको क्याप्सनमा लेखिएको छ, ‘ काङ्ग्रेस नेता गगन थापा भन्छन् रवि लामिछाने माथि सहकारी ठगी सम्बन्धि लगाइएको आरोप हिजो पनि गलत थियो, आज पनि गलत छ, प्रमाण छैन ! यो तथ्यजाँच गर्ने समयसम्ममा यो भिडियोमा ४ सय‍भन्दा बढी रियाक्सन, २५ कमेन्ट र १ सय १७ सेयर भइसकेको छ भने ९० हजार पटक ",NepalFactCheck.org,https://nepalfactcheck.org/2026/01/sahakari-viral-claim/,,भ्रामक । सहकारी प्रकरणमा संसदीय छानबिन समिति बनेको तर रवि लामिछानेबारे केही पनि नभेटिएको र आफूहरुले उठाएको विषय सबै गलत सावित भएको भनेर नेपाली का‌ंग्रेसका महामन्त्री गगन थापाले कतै पनि बोलेका छैनन्। संसदीय छानबिन समिति बन्नुअघि गगन थापाले सन् २०२४ को मे १० मा पत्रकारसँग गरेको कुराकानीलाई तोडमोड गरेर भिडिओ भाइरल गराइएको हो।,Nepali,,,,,,,,,REFUTES,,,,politics_elections,,,,
کچھ لوگوں نے کے سی آر کے پروٹوکول کی خلاف ورزی پر احتجاج کیا۔,میڈک ضلع انتظامیہ کو کے سی آر کے نام کی غلط ترتیب کی وجہ سے آزادی کے دن کی دعوت نامہ دوبارہ جاری کرنا پڑا۔ یہ واقعہ اس وقت ہوا جب کے سی آر کا نام مخرسینوں اور ایم ایل ایز کے ناموں کے بعد درج کیا گیا تھا، جو پروٹوکول کی خلاف ورزی تھی۔,Munsif Daily (Urdu) - منصف ڈیلی، حیدرآباد,https://munsifdaily.com/attempt-to-insult-kcr-protest-over-protocol-violation-leads-to-reissue-of-invitation/,,یہ ثبوت اس دعوے کی تصدیق کرتا ہے کہ احتجاج پروٹوکول کی خلاف ورزی کے خلاف ہوا، جس کی وجہ سے دعوت نامہ دوبارہ جاری کیا گیا۔,Urdu,,,,,,,,,Supported,,,,,,,,
फरवरी 2023 की मौद्रिक नीति समीक्षा में RBI ने रेपो दर 6.50% करने की घोषणा की।,फरवरी 2023 की MPC बैठक में RBI ने रेपो दर 25 आधार अंक बढ़ाकर 6.50% करने का निर्णय लिया।,youtube.com,https://www.youtube.com/watch?v=pLv_ER-IYGU,,आधिकारिक MPC प्रेस विज्ञप्ति से सत्यापित।,Hindi,,,,,,,,,,Supported,,,,,,,
BSF نے آریا سیکٹر میں مشتبہ ڈرون کو مؤثر طریقے سے واپس بھیج دیا ہے۔,سرحدی سیکیورٹی فورس (BSF) نے جموں کے آریا سیکٹر میں ایک مشتبہ ڈرون کی حرکت کا پتہ لگایا اور اسے واپس بھیج دیا۔ BSF کے مطابق، تقریباً صبح 4:15 بجے درستی سے نشانی بندھنے والی روشنی کا مشاہدہ کیا گیا جس پر BSF کے جوانوں نے فائرنگ کی جس کی وجہ سے ڈرون واپس چلا گیا۔,Munsif Daily (Urdu) - منصف ڈیلی، حیدرآباد,https://munsifdaily.com/pak-drone-repulsed-by-bsf-in-jammus-arnia-sector/,,یہ شواہد دعوے کی تصدیق کرتے ہیں کیونکہ BSF نے واقعی مشتبہ ڈرون کو کامیابی سے واپس بھیجنے کا عمل کیا۔,Urdu,,,,,,,,,Supported,,,,,,,,
ਨੀਰੂ ਬਾਜਵਾ ਨੇ ਕੈਨੇਡਾ ਵਿੱਚ ਆਪਣੇ ਨਵੇਂ ਸੰਗੀਤਕ ਟੂਰ ਦਾ ਐਲਾਨ ਕੀਤਾ ਹੈ।,"ਅਧਿਕਾਰਤ ਸੋਸ਼ਲ ਮੀਡੀਆ ਹੈਂਡਲ ਮੁਤਾਬਕ, ਨੀਰੂ ਬਾਜਵਾ ਨੇ ਕੈਨੇਡਾ ਟੂਰ ਦੀ ਪੁਸ਼ਟੀ ਕੀਤੀ ਹੈ।",Ajit Web TV,https://www.ajitjalandhar.com/?id=10199,,,Punjab,,,,,,,,,,,,,,Supported,,,
"सोविता गौतमले भनिन्, बलात्कृत हुनु र थप्पड खानु एउटै हो।","सन्दर्भ काटेर फैलाइएको सोविता गौतमको ‘बलात्कार र थप्पड’ सम्बन्धी भनाइ भ्रामक - Nepal Factcheck ☰ होम हाम्रो बारे मिथ्या सूचना के हो? हाम्रो वर्गीकरणको अर्थ मिथ्या सूचना: के गर्ने? FAQs तथ्यजाँच अनुरोध × होम हाम्रो बारे मिथ्या सूचना के हो? हाम्रो वर्गीकरणको अर्थ मिथ्या सूचना: के गर्ने? FAQs तथ्यजाँच अनुरोध तथ्यजाँच भ्रामक सूचना वागमती सन्दर्भ काटेर फैलाइएको सोविता गौतमको ‘बलात्कार र थप्पड’ सम्बन्धी भनाइ भ्रामक Home तथ्यजाँच भ्रामक सूचना नेपाल तथ्यजाँच माघ २०, २०८२ सन्दर्भ काटेर फैलाइएको सोविता गौतमको ‘बलात्कार र थप्पड’ सम्बन्धी भनाइ भ्रामक राष्ट्रिय स्वतन्त्र पार्टी (रास्वपा) का निवर्तमान सांसद तथा आसन्न प्रतिनिधि सभा सदस्य निर्वाचनमा चितवन क्षेत्र नम्बर ३ का उम्मेदवार सोविता गौतमले ‘बलात्कार र थप्पड एउटै हो’ भनेको दावी गरिएको पोस्ट र छोटो भिडियो सामाजिक सञ्जालमा भाइरल छ। तर हाम्रो तथ्यजाँचले यो दावी पूरै सन्दर्भ लुकाएर भ्रम फैलाउने हिसाबले भाइरल भएको भेट्टाएको छ। गौतमले ‘बलात्कार र थप्पड एउटै हो’ भनेकी छैनन्। १४ मिनेट लामो प्रसंगको १५ सेकेन्ड काटेर पूरा भनाई नराखी काँटछाँट हुँदा भ्रामक देखिएको हो। दावी के हो ? १२ हजार फलोअर्स रहेको ईश्वर अर्याल नामक फेसबुक प्रोफाइलमा २०२६ जनवरी १ मा ‘ बलात्कार र थप्पड एउटै हो त ? शीर्षकमा एउटा स्टाटस पोस्ट गरिएको छ। उक्त स्टायटसमा, ‘ बलात्कार र थप्पड एउटै हो भन्नेले कस्तो कानून बनाउलान् ? म अचम्म परिराछु…. बलात्कार र थप्पड एउटै हो भने, निर्मला पन्तलाई थप्पड हानेर कसैले हत्या गरेको हो भनेर भन्न सक्नुपर्‍यो’ लगायतका विवरण लेखिएको छ। हेर्नुस्, अर्काइभ लिंक यो स्टायटसमा कुनै भिडियो छैन तर तथ्यजाँच गर्दासम्म उक्त पोस्टमा २३७ रियाक्सन, ५६ वटा कमेन्ट छ भने ७० पटक सेयर गरिएको छ। हामीले ‘बलात्कार र थप्पड’ किवर्ड राखेर थप सर्च गर्‍यौँ। त्यो क्रममा सोही आशयका कयौँ स्टाटस तथा भिडियो क्लिप सामाजिक सञ्जालमा कयौँ प्रोफाइलबाट अपलोड तथा सेयर भएको भेट्यौँ । २३ हजार फलोअर्स रहेका राजु पहारी दर्शन नामक फेसबुक पेजमा पनि गौतमको सोही क्लिप भाइरल छ। उनले ‘झापड हान्नु र बलात्कार हुनु एउटै हो ? …. कसैले शारीरिक क्षति नपुर्‍याई बलात्कार गर्‍यो भने झापड सरह मानेर चुपचाप बस्नु हुन्छ होला कि कानुनी उपचार खोज्नु हुन्छ होला। उहाँलाई भेटे भने यो प्रश्न सोध्न मन छ’ ",NepalFactCheck.org,https://nepalfactcheck.org/2026/02/sobita-gautam-misleading-rape-vs-slap-claim/,,भाम्रक सूचना । सोविता गौतमले बलात्कृत हुनुलाई थप्पड हानेजस्तो सामान्य घटनाको रुपमा लिनुपर्छ भनेकी छैनन् । बलात्कारको विषयमा उनले बोलेको १४ मिनेट लामो भनाइलाई सामाजिक सञ्जालमा १५ सेकेन्डको मात्र हालिएको छ जसमा सन्दर्भ लुकाएर गलत अर्थ लाग्ने सानो टुक्रा मात्र राखिएको छ। भिडियोमा उनले प्रष्टसँग जीवनमा कथमकदाचित् बलात्कार जस्तो नहुनुपर्ने घटना घट्यो भने जिन्दगी सकियो भनेर बस्नुभन्दा पुनर्स्थापनाको लागि लाग्नुपर्ने भनेकी छिन् । (नेपाल फ्याक्ट चेक र अनलाइनखबर को सहकार्य),Nepali,,,,,,,,,REFUTES,,,,politics_elections,,,,
ਪ੍ਰਸਿੱਧ ਅਦਾਕਾਰ ਜੌਰਡਨ ਸੰਧੂ ਨੂੰ ਬਾਲੀਵੁੱਡ ਫਿਲਮ ਲਈ ਸਾਈਨ ਕੀਤਾ ਗਿਆ ਹੈ।,ਪ੍ਰੋਡਕਸ਼ਨ ਹਾਊਸ ਨੇ ਪ੍ਰੈਸ ਨੋਟ ਜਾਰੀ ਕਰਕੇ ਜੌਰਡਨ ਸੰਧੂ ਦੇ ਇਸ ਪ੍ਰੋਜੈਕਟ ਵਿੱਚ ਸ਼ਾਮਲ ਹੋਣ ਦੀ ਪੁਸ਼ਟੀ ਕੀਤੀ ਹੈ।,BBC News Punjabi,https://www.bbc.com/punjabi?id=10142,,,Punjab,,,,,,,,,,,,,,Supported,,,
اتر پردیش میں قومی راجدھانی خطہ طرز کا علاقہ تشکیل دیا جائے گا۔,وزیر اعلیٰ یوگی آدتیہ ناتھ نے حکام کو ہدایت دی ہے کہ وہ 'اتر پردیش اسٹیٹ کیپٹل ریجن' تشکیل دیں، جس میں لکھنؤ اور آس پاس کے اضلاع شامل ہوں گے۔,The Siasat Daily (Urdu) - سیاست ڈیلی، حیدرآباد,https://urdu.siasat.com/news/%d8%a7%d8%aa%d8%b1-%d9%be%d8%b1%d8%af%db%8c%d8%b4-%d8%b1%db%8c%d8%a7%d8%b3%d8%aa-%da%a9%db%8c-%d8%b1%d8%a7%d8%ac%d8%af%da%be%d8%a7%d9%86%db%8c-%d8%ae%d8%b7%db%81-%d8%a7%db%8c%d9%86-%d8%b3%db%8c-%d8%a2-1405583/,,یہ ثبوت بیان کرتا ہے کہ وزیر اعلیٰ نے واقعی ایک نئے علاقہ کی تشکیل کی ہدایت دی ہے، جو دعوے کی مکمل تصدیق کرتا ہے۔,Urdu,,,,,,,,,Supported,,,,,,,,
"മെക്‌സിക്കോ — 2025-ൽ കൊലപാതകം 19.8 ശതമാനം കുറഞ്ഞ് 20,677 ആയി; നിരക്ക് ഒരു ലക്ഷം ജനസംഖ്യക്ക് 15.4; കൊക്കൈൻ, മെത്ത്-ഡ്രഗ് ഹൈ-വേ ട്രാഫിക് ഇടനാഴി (Ciudad Juárez) ഭാഗങ്ങളിൽ സ്‌പൈക്ക് തുടർന്നു.","InSight Crime 2025 ഹോമിസൈഡ് റൗണ്ട്-അപ്പ് (മാർച്ച് 2026) — മെക്സിക്കോ: 2025-ൽ 20,677 കൊലപാതകങ്ങൾ (2024-നെക്കാൾ -19.8%); നിരക്ക് ഒരു ലക്ഷത്തിന് 15.4. മെത്ത് കോറിഡോർ പോരാട്ടത്തിനിടെ സിയുഡാഡ് ജുവാരെസിൽ (2025 ജൂലൈയിൽ 2 ദിവസത്തിനുള്ളിൽ 22 പേർ കൊല്ലപ്പെട്ടു) അക്രമം കുതിച്ചുയർന്നു. ഇന്ധന മോഷണവും കൊലപാതകത്തിന് കാരണമാകുന്നു.",InSight Crime 2025 Homicide Round-Up (March 2026),https://insightcrime.org/news/insight-crime-2025-homicide-round-up/,,,Malayalam,,,,,,,Supported,,,,"InSight Crime 2025 Homicide Round-Up സ്ഥിരീകരിക്കുന്നു: മെക്സിക്കോയിൽ 2025-ൽ 20,677 കൊലപാതകം (-19.8%), നിരക്ക് 15.4/ലക്ഷം, സിയുഡാഡ് ജുവാരെസിൽ സ്‌പൈക്ക് തുടർന്നു — ക്ലെയിം കൃത്യമാണ്.",,,,,,
"ഓപ്പറേഷൻ ലിബർടെറ 2-ൽ 2,517 പേരെ അറസ്റ്റ് ചെയ്തു, ഇതിൽ 850 പേർ മനുഷ്യക്കടത്ത്/കള്ളക്കടത്ത് കുറ്റങ്ങൾക്കാണ്.",അർജന്‍റീനയിലെ കൃഷിയിടങ്ങളിലും മിഡിൽ ഈസ്റ്റിലെ വീടുകളിലും നിർബന്ധിത ജോലിക്ക് വിധേയരായ ഇരകൾ ഇതിൽ ഉൾപ്പെടുന്നു.,JURIST,https://www.jurist.org/news/2024/11/interpol-operation-against-human-trafficking-leads-to-arrests-and-rescues/,,,Malayalam,,,,,,,Supported,,,,"JURIST/INTERPOL റിപ്പോർട്ട് സ്ഥിരീകരിക്കുന്നു: ഓപ്പറേഷൻ ലിബർടെറ 2-ൽ 2,517 അറസ്റ്റ്, 850 പേർ മനുഷ്യക്കടത്ത്/കള്ളക്കടത്ത് കുറ്റങ്ങൾക്ക്, അർജന്റീന-മിഡിൽ ഈസ്റ്റ് ഇരകൾ ഉൾപ്പെടെ — ക്ലെയിം കൃത്യമാണ്.",,,,,,
జిల్లా స్థాయి రీటైల్ మర్చంట్ అసోసియేషన్ అంతర్గత కమిషన్ పంపిణీ వివరాలు.,జిల్లా స్థాయి ప్రైవేట్ అసోసియేషన్ వివరాలు అధికారిక కేంద్ర పోర్టల్‌లో పరిమితం.,Ministry of Commerce,https://commerce.gov.in,,,Telugu,,,,,,,not enough information (NEI),,,,,,,,,,
नागरिकता भएका सबैले भोट हाल्न पाउँछन्। मतदाता परिचय पत्र नभएकाले पनि भोट हाल्न पाउँछन।,"नझुक्किनुस्, मतदाता नामावलीमा नाम नहुनेले नागरिकता हुँदैमा मत दिन पाउँदैनन् - Nepal Factcheck ☰ होम हाम्रो बारे मिथ्या सूचना के हो? हाम्रो वर्गीकरणको अर्थ मिथ्या सूचना: के गर्ने? FAQs तथ्यजाँच अनुरोध × होम हाम्रो बारे मिथ्या सूचना के हो? हाम्रो वर्गीकरणको अर्थ मिथ्या सूचना: के गर्ने? FAQs तथ्यजाँच अनुरोध तथ्यजाँच भ्रामक सूचना वागमती सम्बन्धित प्रदेश नझुक्किनुस्, मतदाता नामावलीमा नाम नहुनेले नागरिकता हुँदैमा मत दिन पाउँदैनन् Home तथ्यजाँच भ्रामक सूचना उमेश श्रेष्ठ बैशाख २८, २०७९ नझुक्किनुस्, मतदाता नामावलीमा नाम नहुनेले नागरिकता हुँदैमा मत दिन पाउँदैनन् वैशाख ३० गते हुन लागेको स्थानीय तह निर्वाचनमा नागरिकता हुने सबैले मतदान गर्न पाउने आशयमा सामाजिक सञ्जाल र केही अनलाइनहरुमा समाचार आएका छन्। तर हाम्रो तथ्य जाँचले मतदाता नामावलीमा नाम नहुनेले नागरिकता हुँदैमा मत दिन पाउने नभएर मतदाता नामावलीमा नाम भएका तर मतदाता परिचय पत्र नभएकाले नागरिकता देखाएर पनि मतदान गर्न पाउने व्यवस्था यसअघि गरिएको देखिएको छ। ‘नागरिकता भएका सबैले भोट हाल्न पाउने’ शीर्षकका समाचारहरु भ्रामक छन्। कहाँ कस्तो समाचार ? नेपालखबर नाम राखिएको फेसबुक पेजले सेयर गरेको नेपालीसूर्य डट कमको समाचारको शीर्षक नागरिकता भएका सबैले भोट हाल्न पाउने राखिएको छ। बुधबार दिउँसोसम्म यो पोस्ट २४६ पटक सेयर भएको छ भने ६७ कमेन्ट छन् र २१ सयभन्दा बढी रियाक्सन छन्। समाचारमा निर्वाचन आयोगका प्रमुख निर्वाचन आयुक्त दिनेशकुमार थपलियालाई उद्‍धृत गर्दै ‘नागरिकता भएका सबैले मतदान गर्न पाउने व्यवस्था गरिएको’ उल्लेख गरिएको छ। त्यसैगरी दैनिकअनलाइन डट कमको ‘ मतदाता परिचयपत्र नभएकाले पनि भोट हाल्न पाउने’ शीर्षकको समाचार बुधबार दिउँसोसम्म ९९४ पटक सेयर भएको छ भने त्यसमा १२९ कमेन्ट र २५ सयभन्दा बढी रियाक्सन छन्। समाचारमा लेखिएको छ, ‘निर्वाचन आयोगका प्रमुख निर्वाचन आयुक्त दिनेशकुमार थपलियाले नागरिकता भएका सबैले मतदान गर्न पाउने व्यवस्था गरिएको बताए।… मतदानका लागि परिचयपत्र अनिवार्य हो कि नागरिकताले पनि पाउने भन्ने प्रश्नमा उनले नागरिकता प्राप्त गरेका सवै नागरिकले मतदान गर्ने पाउने गरी व्यवस्था गरिएको बताए।’ यही शीर्षकमा यही व्यहोराको समाचार अरु थुप्रै अनलाइन मिडिया आएका र सामाजिक सञ्जालमा सेयर भएको देखिन्छ। समाचारले नागरिकता भएका सबैले मतदान ग",NepalFactCheck.org,https://nepalfactcheck.org/2022/05/localelection2079/,,भ्रामक सूचना। प्रमुख निर्वाचन आयुक्त दिनेशकुमार थपलियाका अनुसार निर्वाचनका लागि पहिलो शर्त मतदाता नामावलीमा नाम रहनु हो। मतदाता नामावलीमा नाम भए मतदाता परिचय पत्र नभए पनि नागरिकता र सरकारी निकायले जारी गर्ने अन्य फोटोसहितको प्रमाणपत्रका आधारमा मतदान गर्न पाउने व्यवस्थाको अभ्यास यसअघिका निर्वाचनहरुमा हुँदै आएको हो। तर त्यसका लागि मतदाता नामावलीमा नाम हुनु अनिवार्य छ।,Nepali,,,,,,,,,REFUTES,,,,politics_elections,,,,
"2023/2024-ൽ ദക്ഷിണാഫ്രിക്കയിൽ വാഹനം തട്ടിയെടുക്കൽ (കാർജാക്കിംഗ്) കേസുകൾ 22,000-ത്തിലധികമായി ഉയർന്നു.","ഗൗട്ടെങ്, ക്വാസുലു-നറ്റാൽ പ്രവിശ്യകളിലാണ് ഈ കുറ്റകൃത്യം ഏറ്റവും കൂടുതൽ ആശങ്കയുളവാക്കുന്നത്.",ISS Africa (SAPS 2023/24 crime stats analysis),https://issafrica.org/iss-today/south-africa-s-armed-robbery-problem-drives-kidnapping,,,Malayalam,,,,,,,Supported,,,,"ISS Africa-യുടെ SAPS 2023/24 ഡേറ്റ വിശകലനം സ്ഥിരീകരിക്കുന്നു: കാർജാക്കിംഗ് 22,735 കേസുകളായി (ദിവസം 63), ഒരു ദശകത്തിൽ 78% വർദ്ധനവ്; ഗൗട്ടെങ്, ക്വാസുലു-നറ്റാൽ എന്നിവ പ്രധാന ആശങ്കാ പ്രദേശങ്ങൾ — ക്ലെയിം കൃത്യമായി പൊരുത്തപ്പെടുന്നു.",,,,,,
"नवंबर 2024 में भारत सरकार और पुलिस ने 'डिजिटल अरेस्ट' को कानूनी मान्यता दे दी है, जिसके तहत पुलिस अब स्काइप वीडियो कॉल के माध्यम से अपराधियों को ऑनलाइन गिरफ्तार कर सकती है।",Digital Arrest Scam काफी चर्चा में है... इस तरह के अरेस्ट में ये लोग फर्जी पुलिस वाले बनकर लोगों की सुनवाई भी करते हैं. फिर उन्हें गिरफ्तारी का डर दिखाकर उगाही करते हैं। यह पूरी तरह से एक साइबर ठगी है।,Dainik Jagran,https://www.jagran.com/technology/tech-news-digital-arrest-scam-what-is-it-and-how-to-stay-safe-from-cyber-fraud-23654321.html,,"सबूत दावे को सीधे तौर पर गलत साबित करता है। 'डिजिटल अरेस्ट' कोई कानूनी प्रक्रिया नहीं है, बल्कि यह साइबर अपराधियों द्वारा इस्तेमाल किया जाने वाला एक घोटाला (Scam) है।",Hindi,,,,,,,,,Not Supported,,,,,,,,
پاکستانی حکومت نے ایف بی آر کو پنڈورا لیکس پر تحقیقات کے لیے ہدایات دی ہیں۔,ایف بی آر کے افسران کے مطابق وفاقی حکومت نے پنڈورا لیکس کے منظر عام پر آنے کے بعد تحقیقات کا آغاز کرنے کے لیے ہدایات جاری کی تھیں۔ تاہم، یہ واضح نہیں ہے کہ تحقیقات کے نتیجے میں قانونی کارروائی کس حد تک ممکن ہوگی۔,The Siasat Daily (Urdu) - سیاست ڈیلی، حیدرآباد,https://urdu.siasat.com/news/%d9%be%d9%86%da%88%d9%88%d8%b1%d8%a7-%d9%be%db%8c%d9%be%d8%b1%d8%b2-%d8%a7%db%8c%d9%81-%d8%a8%db%8c-%d8%a2%d8%b1-%da%a9%db%8c-%d8%aa%d8%ad%d9%82%db%8c%d9%82%d8%a7%d8%aa-%da%a9%d8%a7-%d8%a2%d8%ba-1331625/,,حقیقت یہ ہے کہ حکومت نے ہدایات دی ہیں، مگر مضمون میں یہ واضح نہیں کیا گیا کہ تحقیقات کے نتیجے میں حکومت نے کس طرح کارروائی کرنے کا ارادہ کیا ہے۔,Urdu,,,,,,,,,Not Supported,,,,,,,,
NCRB 2024 — ഇന്ത്യയിൽ ആകെ രജിസ്‌റ്റർ ചെയ്ത ക്രിമിനൽ (Cognisable Crime) കേസ് 58.86 ലക്ഷം — 2023-ൽ 62.41 ലക്ഷം ആയിരുന്നത് 6 ശതമാനം കുറഞ്ഞു; ഒരു ലക്ഷം ജനസംഖ്യക്ക് കുറ്റകൃത്യ നിരക്ക് 448.3-ൽ നിന്ന് 418.9-ലേക്ക് ഇടിഞ്ഞു.,"NCRB ക്രൈം ഇൻ ഇന്ത്യ 2024 — ആകെ കോഗ്നിസബിൾ കുറ്റകൃത്യങ്ങൾ: 2024-ൽ 58.86 ലക്ഷം (2023-ലെ 62.41 ലക്ഷത്തിൽ നിന്ന് -6%). കുറ്റകൃത്യ നിരക്ക് ഒരു ലക്ഷത്തിന് 448.3-ൽ നിന്ന് 418.9 ആയി കുറഞ്ഞു. തട്ടിക്കൊണ്ടുപോകൽ 15.4% കുറഞ്ഞ് 96,079 ആയി. പരമ്പരാഗത മോഷണം 9.8%-ഉം കവർച്ച 13%-ഉം കുറഞ്ഞു.","NCRB Crime in India 2024 (Vajiramandravi / Drishti IAS, May 2026)",https://vajiramandravi.com/current-affairs/crime-in-india-2024/,,,Malayalam,,,,,,,Supported,,,,"NCRB Crime in India 2024 റിപ്പോർട്ട് (2026 മേയിൽ പുറത്തിറങ്ങിയത്) പ്രകാരം 2024-ൽ ആകെ 58.86 ലക്ഷം കോഗ്നിസബിൾ കേസുകൾ (2023-ൽ 62.41 ലക്ഷം, 6% കുറവ്), നിരക്ക് 448.3-ൽ നിന്ന് 418.9 ആയി ഇടിഞ്ഞു — കണക്കുകൾ കൃത്യമായി ഒത്തുപോകുന്നു. സ്രോതസ്സ് ഒരു ദ്വിതീയ അഗ്രഗേറ്റർ സൈറ്റാണ്, ഔദ്യോഗിക NCRB റിപ്പോർട്ടല്ല എന്നത് ശ്രദ്ധിക്കുക.",,,,,,
